Customer Number,Customer Name,Street Address,City/County,Phone Number,Sales Rep Number,Sales Rep Name,location
1042354,SENDME FOOD TECH LTD,"2, Olupitan Street, Ikolaba, Agodi",Oyo,8060811821,513,Godwin Esenyie,Ibadan / Oyo
1042355,Best Choice Farm,"Behind God's Grace Farms Ijado Road Awe, Oyo State","Awe, Oyo State",8054625636,509,Folorunso Mark Eniola,Ibadan / Oyo
1042356,OLUTO FARMS,Ilara Mokin,Ondo,8118423680,513,Godwin Esenyie,Ondo State
1042357,Ugwe Farm,Omobolake Ijebu Ode Ogun State,Ogun State,8155073061,501,Lateef,Ogun State
1042359,DeapZo Integrated Ltd,"147, Osu Naira Complex Ojoo Express Road, Ibadan Oyo",Oyo State,8106107244,509,Folorunso Mark Eniola,Ibadan / Oyo
104236,Dee Aayegbami Ventures,"Fish pond, Area Off Cele Slopy by Collakins Filling",Lagos,8091114206,6,Mr Dayo,Lagos
1042360,Taurus Animal Health Services,"Suite 4,Peace Plaza Tank, Rumukurushi, East West Road",Rivers State,8034724958,3,Ian,Rivers / PH
1042361,Heirs & Heralds,"Beside Augustine University Ilara,Epe Lagos State",Lagos State,9064737424,508,Mr.Adekunle Damilola,Lagos
1042362,Alarik Fish Feeds Plant,Oke Ose Ilorin,Ilorin,7061305519,512,Afolabi Michael Abolade,Ilorin / Kwara
1042363,Wilyrash Global Farm Ltd,Majeroku Village Via Ikire Osun State,Osun State,7038860303,509,Folorunso Mark Eniola,Osun State
1042364,Mrs. Raymond,"Jos, Plateau State",Plateau,8069825555,407,Stephen Olushola,Jos / Plateau
1042365,Max Feeds Ltd,"250 Oron road,",Akwa Ibom,9032275799,3,Ian,Akwa Ibom
1042366,Ebun Farms Ltd,"Agunbelewo, Osogbo Osun State",Osun State,7034171778,512,Afolabi Michael Abolade,Osun State
1042367,Quality Farms Limited,"Oru- Ijebu, Along Ibadan- Ijebu Ode Express Way, Ogun",Ogun State,8181002277,508,Mr.Adekunle Damilola,Ogun State
1042368,Benjamin farm abuja,kwali road gwagwalada,abuja,7087301282,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042369,De- Gold Feedmill,Leo Zone Elere Apata Ibadan,Ibadan,8032112393,513,Godwin Esenyie,Ibadan / Oyo
1042370,M- Babs Global Farms Ltd,Opposite Ola- Oba Hotel Off Oyo- Ogbomosho Express Way,Oyo State,8074184556,509,Folorunso Mark Eniola,Ibadan / Oyo
1042371,Ola Shop,"NO3, Bosso Road, Minna, Niger State",Niger State,802945775,407,Stephen Olushola,Niger State
1042372,Everest Formation Ltd,"NO34 Abdullahi Yaro House Ali Akilu Road, Kaduna",Kaduna State,8027229852,406,Dr.Ize Okeji,Kaduna
1042373,Hen Pack,"Sabo GRA Sabo, Tasha Kaduna State",Kaduna State,8037361152,407,Stephen Olushola,Kaduna
1042374,Mufacon Farms Ltd,"Erinmi Village, Olopemeji, Ijurin Ekiti , Ekiti State",Ekiti State,7031182097,509,Folorunso Mark Eniola,Ekiti State
1042375,Adejo Farm,"NO3, Sarki Street Kakau, Kaduna State",Kaduna State,8052606882,407,Stephen Olushola,Kaduna
1042376,Telad Agro Frams,"NO1-5,Obakola Village , Ihunbo Ipokia LGA Ogun State",Ogun State,8139026394,513,Godwin Esenyie,Ogun State
1042377,OKEFIA IRORUN - OLUWA MCS FARM,IJAREGBE TOWN VIA ILESHA,OSUN,7031262004,509,Folorunso Mark Eniola,Osun State
1042378,JOKO FARM,"1 DERAHEEM CLOSE, FEDERAL HOUSING ESTATE, GONIN GORA",KADUNA,8061392608,406,Dr.Ize Okeji,Kaduna
1042379,Obelawo Farm Value Farms,"Abayawo, Ilorin Kwara State , Nigeria Ng",Ilorin,7039621542,512,Afolabi Michael Abolade,Ilorin / Kwara
1042380,Tripod Feeds Limited,"Inuofebi Street, Yoaco Old Ilorin- Ogbomosho Expressway",Ogbomosho,8060581590,512,Afolabi Michael Abolade,Ogbomosho
1042381,Segglo Global Ventures,"10, Bembo Road, Apata, Ibadan .",Ibadan,8054309044,513,Godwin Esenyie,Ibadan / Oyo
1042382,D &P Business Services Ltd,"Igoba Estate, Along Ikere, Ado- Ekiti Road, Akure , Ondo",Ondo State,8034862037,509,Folorunso Mark Eniola,Ondo State
1042383,Adom Allied Nig Ogbomosho,"Opposite Civil Defence, Ahoyaya Ogbomosho, Oyo State",Oyo State,7068822094,509,Folorunso Mark Eniola,Ibadan / Oyo
1042384,Titty - Davids Farms,"Idanre Road, Akure, Ondo State","Akure, Ondo State",8066705605,509,Folorunso Mark Eniola,Ondo State
1042385,Ogochukwu Ventures,"4, Akpaube Street, Uyo Akwa Ibom State",Akwa Ibom State,7067053790,322,Kingsley Ikenna,Akwa Ibom State
1042386,Global Vet Care,"Ojoo Central Park, Ibadan",Ibadan,8032110334,605,Dr. Abdulazeez Abiodun Oyetungi,Ibadan / Oyo
1042387,Global Veterinary Agency,"C851 Sikecoji Mslawson 03 BP 2045, Cotonou, Benin",Cotonou,22995964406,513,Godwin Esenyie,Cotonou
1042388,Penuel Farm,"NO3, Tanko Street, Gonin Gora Kaduna State",Kaduna State,8025471817,407,Stephen Olushola,Kaduna
1042389,Hossanagoshen Farms,"kM15, Ondo- Ore Road, Ondo City, Akure Ondo State",Ondo State,8066118693,509,Folorunso Mark Eniola,Ondo State
104239,Comfort Farms,"Omi-Adio, Ibadan",Ibadan,8056611454,5,Peter,Ibadan / Oyo
1042390,Fundaak Akingbule Enterprises,"NO28, Ifeoluwasogo Street, Ondo State",Ondo State,8033781016,509,Folorunso Mark Eniola,Ondo State
1042391,Breedtech Agro Vet,"Railway Station, Kaduna South Kaduna State",Kaduna State,8134089094,417,Fayemi Salamon Olushola,Kaduna
1042392,Stemafeed Feed,"Asipa Village, Obafe Junction, Obafemi Owode, Ogun State",Ogun State,8136243506,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042393,Neuf Link Integration Farms,"Plot98/99 Fish Estate, Odogunyan Ikorod, Lagos State",Lagos State,8137667097,508,Mr.Adekunle Damilola,Lagos
1042394,Waledam Farms,Opposite Eagles Chambers&Solictors By Araromi Road 2,Ondo State,8071676709,509,Folorunso Mark Eniola,Ondo State
1042395,Kaduna Poultry Lab,"No1, Kabui Crescent Barnawa, Kaduna State",Kaduna State,8039668641,4,Stephen,Kaduna
1042396,Modest Agro Services,"Railway Warehouse Premises, Station, Kaduna South",Kaduna State,8023740353,417,Fayemi Salamon Olushola,Kaduna
1042397,Jireh Industrial Farms Ltd,"Owo, Ondo State","Owo, Ondo State",9035216666,509,Folorunso Mark Eniola,Ondo State
1042398,Albarka Nitemi Global Ventures,"Tiwantiwa Cooperative 7UP Depot, Eshe Quarters, Ikare",Ondo State,7030536362,509,Folorunso Mark Eniola,Ondo State
1042399,Rode Farms,"KM10, Omi- Adio Road, Onikede Village Iddo Local Govrt,",Ibadan,8028140541,513,Godwin Esenyie,Ibadan / Oyo
1042400,Cleopal Farms,"NO1,Revd Ayo Akinseloyin Street, Off Erinje Road,",Ondo State,8069525970,509,Folorunso Mark Eniola,Ondo State
1042403,MATIPA SERVICES,AB - CALAVI,BENIN REPUBLIC,22997574672,513,Godwin Esenyie,Edo / Benin
1042404,Aite's Farm,Anagadu Zuba Abuja,Abuja State,8078209446,4,Stephen,Abuja / FCT
1042405,Ameer Integrated and Concept,"Birnin Yero, Along Zaria Road, Kaduna State",Kaduna State,7060461654,406,Dr.Ize Okeji,Kaduna
1042407,Soptimal Ventures Ltd,"86, Yemetu Igosun- Oje Road, Off K.S Motel Pepesi Cola",Ibadan,8034078646,513,Godwin Esenyie,Ibadan / Oyo
1042409,First Grade Agro Resources Ltd,"Kugba Ajagbe Village Off Ibadan- Abeokuta Road, Kila",Ibadan,8130569837,513,Godwin Esenyie,Ibadan / Oyo
1042410,Ganiak Farms Ltd,"36 Busari Street, Ago-eto Village",Ogun - State,90132216439,503,Tope,Ogun State
1042412,Nifozi Venture Ltd,"10, Adebimpe Street, Idimu, Lagos State",Lagos State,7030793798,508,Mr.Adekunle Damilola,Lagos
1042413,Korways Agro,"Km 48, Old Ikenne road, Ilishan",Ogun State,8153900142,508,Mr.Adekunle Damilola,Ogun State
1042414,Farm Lion,"Birnin Yero Zaria Road, Kaduna State",Kaduna State,8036131338,417,Fayemi Salamon Olushola,Kaduna
1042415,Silvia Franklin and Frances Ltd,"Opposite SK Hotel Heipang, B/Ladi Road. Heipang, Barkin",Jos Plateau State,8057001400,418,Nancy Daniel,Jos / Plateau
1042416,Great Feeds Enterprises,"Oke- Aanu Area, Ogbomosho Oyo State",Oyo State,9134115249,509,Folorunso Mark Eniola,Ibadan / Oyo
1042417,Ideal Farm Resources,Block D18 Federal Housing Estate Oyo State,Oyo State,8066064576,605,Dr. Abdulazeez Abiodun Oyetungi,Ibadan / Oyo
1042418,Kabsa Farm,"Milenium City, Kaduna State",Kaduna State,8023760237,417,Fayemi Salamon Olushola,Kaduna
1042419,Omip Global Concert,"Sabon Wuse, Gyedna, Tafa LG , Niger State",Niger State,8066079466,407,Stephen Olushola,Niger State
1042420,Lohachy Farms Ltd,"20, Ilo Road Opposite Augustine University, Ilara, Epe,",Lagos State,7034156477,503,Tope,Lagos
1042421,Olabanji Farm,"Opposite, Black Horse, Along Podo, Ibadan",Ibadan,8035560179,605,Dr. Abdulazeez Abiodun Oyetungi,Ibadan / Oyo
1042422,AgroEB Global Limited,"Off Mekun Road, Abiona Abese Ibadan Oyo State","Ibadan, Oyo State",9055900215,513,Godwin Esenyie,Ibadan / Oyo
1042423,Wonders Poultry Feeds,"Irapada Industrial Layout Off Agunrege Owotoro, Town",Oyo State,8034706103,513,Godwin Esenyie,Ibadan / Oyo
1042424,Aliben Farms and Animal Husbandry,"Plot612A Compensation Layout, Gwagwalada Abuja",Abuja,8055436176,4,Stephen,Abuja / FCT
1042425,Fruitful Babtos Vetworld,"Wukari, Taraba State",Taraba State,8034986160,407,Stephen Olushola,Taraba State
1042426,Bayoor Sadiq Farms,"Km4, Sagamu- Benin Express Way, Sagamu, Ogun State",Ogun State,8059585977,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042427,Avant Organic Farms & Foods Limited,"KM32, Ibadan- Iwo Road, Laketu, Village Iwo , Osun State",Osun State,9029790081,509,Folorunso Mark Eniola,Osun State
1042428,Agriccare Std Plus,"36, 7UPRoad, Oluyole Estate, Mobile Ringroad, Ibadan",Ibadan,8076735373,512,Afolabi Michael Abolade,Ibadan / Oyo
1042429,Olayiwola Farms Nig Ltd,"KM1, Baale Agbe Sabo Rad , Oyo",Oyo State,8025258709,509,Folorunso Mark Eniola,Ibadan / Oyo
104243,Bets Farm/ Oluwole Kehinde,Eleso Omi - Adio Along Abeokuta Way,Oyo State,8023259398,2040,Oluwole,Ibadan / Oyo
1042430,AS Farm,"No23, Dantasamani Street Kakuri, Kaduna State",Kaduna State,9039054246,417,Fayemi Salamon Olushola,Kaduna
1042431,Global Ecofield Farm,"Odofin Igbore Village, Asipa, ObafeJunction, Sagam-",Ogun State,8037176495,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042432,National Animal Productions Research Institute,"NO2, Sokoto Road, Shika Zaria",Zaria,8028306477,406,Dr.Ize Okeji,Kaduna
1042433,Abeash Farm,"Federal Housing, Gonin Gora Kaduna State",Kaduna State,8182007107,407,Stephen Olushola,Kaduna
1042434,Tidam Farm Ventures,"Km15, Iseyin Ipapo Road, Iseyin Oyo State",Oyo State,9061576977,605,Dr. Abdulazeez Abiodun Oyetungi,Ibadan / Oyo
1042435,Farm Center and Agrokoncept Ltd,"FCT Road, Bwari, Abuja State",ABUJA State,8056245479,417,Fayemi Salamon Olushola,Abuja / FCT
1042436,Siyanbola Shop,"Student Villa, Dagiri Gwagwalada Abuja",FCT ABUJA,8189809540,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042437,Abu Abba Global Farm Services,"Opposite Railway Station, Rigasa Kaduna State",Kaduna State,8035562771,417,Fayemi Salamon Olushola,Kaduna
1042438,FunteS Investment Limited,"Akonkon Village, Laloko Road, Owode Egba Ogun State",Ogun State,8062766110,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
104244,B . j Farms,"Aba -Isale Village , Omi - Adio Apata Ibadan",Oyo State,8055948001,2000,Raji,Ibadan / Oyo
1042440,God's Own Global Business Ventures,"NO2, Farm Settlement Road, Ilora Oyo State",Oyo State,8035537016,509,Folorunso Mark Eniola,Ibadan / Oyo
1042441,Nina Feedmill,"Union Bank Junction Corner Jagwa Katsina Road,",Katsina State,8064959465,406,Dr.Ize Okeji,Katsina State
1042442,Ufulul Integrated,Ramu Gel Jos Plateau State,Plateau State,8066696720,418,Nancy Daniel,Jos / Plateau
1042443,Kalvinson Global Resources,"Rayfield Jos, Plateau",Plateau State,7063342592,418,Nancy Daniel,Jos / Plateau
1042444,Kure Farm,Ungwan Makera Opposite NNPC Staff Quaters Sabo Tasha,Kaduna State,7069157877,417,Fayemi Salamon Olushola,Kaduna
1042445,Femstarr Agro Farm,"Onipanu Off Elekuro Road, Moniya Ibadan",Ibadan,8146323271,513,Godwin Esenyie,Ibadan / Oyo
1042449,Rado Farm,"NO1, Rado Street Oke- agbede Road, Ajian/Imeko Ogun State",Ogun State,8024158848,513,Godwin Esenyie,Ogun State
1042450,Olowoaje Farm,"Plot66 Fish Farm Odogunyan, Ikorodu- Lagos State",Lagos State,8139702204,508,Mr.Adekunle Damilola,Lagos
1042451,Onword Vet & Mill,"Plot10, ECWA Road , Tunfuru Gombe State",Gombe State,8033829871,418,Nancy Daniel,Gombe State
1042453,Cheeky Profeed Ltd,"Goodshed Railway Compound, Dugbe Ibadan",Ibadan,9163000008,5,Peter,Ibadan / Oyo
1042454,Osi- Efa Farms,"Araromi Bakatari, Off Abeokuta Road Ogun State",Ogun State,8166222560,513,Godwin Esenyie,Ogun State
1042455,Gracious Mercy Farms,Irewole Shaki Oyo State,Oyo State,8160179529,513,Godwin Esenyie,Ibadan / Oyo
1042456,Iceberg Agricultural Consult,"No2, Adeyemi Street, Off Camp Davies Road, Ijon Via Ayobo",Lagos State,7032748380,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042457,All Wright Inv. Ltd,"67, Sabo Market, Ikorodu Lagos State",Lagos State,8056266907,605,Dr. Abdulazeez Abiodun Oyetungi,Lagos
1042458,1828 Farms,"Bomodeokun, Along Akure Road, Ondo State",Ondo State,8039209969,509,Folorunso Mark Eniola,Ondo State
1042459,Tuniga Farm,"Nafisat Village, New Pantaker, Kaduna State",Kaduna State,8036407339,417,Fayemi Salamon Olushola,Kaduna
1042460,Bisoba Agricultural Feeds,"Mile16, Idi- Ape Tesmar Junction, Olorunda Road,Barack",Ibadan,8034442565,509,Folorunso Mark Eniola,Ibadan / Oyo
1042463,Foster Agrovet,"opposite Gombe Park,Gombe state.",Gombe State,8037291330,407,Stephen Olushola,Gombe State
1042466,Agro Livestock Ethics and Values,"Coorperative Society Jos, Plateau state",Plateau State,8036152236,418,Nancy Daniel,Jos / Plateau
1042467,Sunshine Farms Nig,"Egg Depot, Opp Ajibode Grammar School, Ajibode- UI Ibadan",Ibadan,7063703902,5,Peter,Ibadan / Oyo
1042468,Nenat Agric Ventures,"Shop17, Powa Complex Kachia Road Opposite Crital Hope,",Kaduna State,8036064485,417,Fayemi Salamon Olushola,Kaduna
1042469,Tagastan Farm Ltd,Kano State,Kano State,8067783237,407,Stephen Olushola,Kano
104247,Ogunwale Farm,"Elesho, Omi - Adio ApataIbadan",Ibadan,7053624348,5,Peter,Ibadan / Oyo
1042470,Wakati Farm,"KM7, Offa Igbonna Road, Offa Kwara State",Kwara State,8038399636,5,Peter,Ilorin / Kwara
1042471,Qhumi Farm,"7, Flamingo Off Stadium Road, Ilorin, Kwara State","Ilorin, Kwara State",7030126194,5,Peter,Ilorin / Kwara
1042472,Hamukai Farm,"Rikkos Junction TT&T Jos,Plateau State","Jos, Plateau State",9020530000,418,Nancy Daniel,Jos / Plateau
1042473,Buruntus Nig Ltd,"Langel Near Pry Sch, Tofa Government Kano State",Kano State,8033812334,407,Stephen Olushola,Kano
1042474,Admof Farm,"Adewusi Village After Kila Village, Ibadan- Abeokuta",Ibadan,7071496472,5,Peter,Ibadan / Oyo
1042475,Greener Meat Agro Ventures,"NO4, Gidan Sambo Opposite Central Police Station, Gusau",Zamfara State,9032903521,417,Fayemi Salamon Olushola,Zamfara State
1042476,Adtar Agro Services,"Olodo, Garage, Ibadan",Ibadan,8066186481,5,Peter,Ibadan / Oyo
1042477,Saromed Farm Nig Ltd,"Oko Olowo, Ilorin",Ilorin,8082223294,5,Peter,Ilorin / Kwara
1042478,ID Farm,"Farin Gada, Jos Plateau State",Jos Plateau State,8038596655,407,Stephen Olushola,Jos / Plateau
1042479,El-Shaddai Integrated Farms Ltd,"Owena Ifewara Road, Osun State",Osun State,7061006288,509,Folorunso Mark Eniola,Osun State
1042480,Amriff Integrated Farms,"Obate Area, Ilorin Kwara State",Ilorin State,8030669146,512,Afolabi Michael Abolade,Ilorin / Kwara
1042481,KB Agro Allied Ventures,"Railway Station Shop 54B Kakuri, Station Market Kaduna",Kaduna State,9011016711,417,Fayemi Salamon Olushola,Kaduna
1042482,Dayo Enetrprises,"Katako Jos, Plateau State",Plateau State,7031517315,407,Stephen Olushola,Jos / Plateau
1042483,Boot Belt and Beret Ltd,"Monday Ajayi Sterrt, Dadin Kowa Jos , Plateau State",Plateau State,8037012407,418,Nancy Daniel,Jos / Plateau
1042484,Ti Oluwa Agro Allied,"Agowu Area Awe, Along Awe- Iwo Road, Awe Oyo State",Oyo State,7068789169,509,Folorunso Mark Eniola,Ibadan / Oyo
1042485,Aspam Feeds,"Zone C13, Plot 32547, Karshi Abuja",Abuja,8061263143,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042486,Olimpas Nigeria Limited,"Behind Atlantic Hall, Pokia Junction Atlantic Express","Epe, Lagos",8065283567,508,Mr.Adekunle Damilola,Lagos
1042487,Ete Ikpo Farm,"Dafara Village, Kuje Area Council, Abuja",Abuja,8067725941,412,Eniolorunda Seun Emmanuel,Abuja / FCT
1042488,Sinaby Greens,"No3, Kufang Close, Off Maingo Road, Jos Plateau State",JOS Plateau State,8037036077,407,Stephen Olushola,Jos / Plateau
104249,Kadelu Olusoji,Kadelu Layout New Garage,Ibadan,8027597819,5,Peter,Ibadan / Oyo
1042491,Animal Ajayi,"No2, Ajayi Street Dadin Kowa, Jos Plateau State",Jos Plateau State,8035889909,418,Nancy Daniel,Jos / Plateau
1042492,Hawa'u Agrovet,"No106/8 Zololo Junction Bauchi Road, Jos Plateau State",Jos Plateau State,8034506827,418,Nancy Daniel,Jos / Plateau
1042493,Emmanuel Agro,"Stadium Roundabout, Kaduna North, Kaduna State",Kaduna State,8056824266,407,Stephen Olushola,Kaduna
1042494,Semmy Farm,"Ago- Ilorin, Off Ajiboro Village Eruwa, Oyo State",Oyo State,8055076154,509,Folorunso Mark Eniola,Ibadan / Oyo
1042495,Udama farm ltd,"New Nyanya, opposite police station",Nassarawa,8023737190,4,Stephen,Nassarawa
1042496,Kalfi Feeds,"Behind Tunfure Resort, Gombe State",Gombe State,8063266277,407,Stephen Olushola,Gombe State
1042497,Yemi Ilori Farms & Processing,"Aba Ope Area, Near Alaasan Palace Alaasan , Osun State",Osun State,8064483569,513,Godwin Esenyie,Osun State
1042498,DKNY Farms,"Lisabi Street, Oba Community Panseke, Ogun State",Ogun State,8088823558,513,Godwin Esenyie,Ogun State
1042499,J' Butchery and Meat Ltd,"Mutunci Pride Nig Ltd Mother Cat Raod, Mando Kaduna State",Kaduna State,8037209272,406,Dr.Ize Okeji,Kaduna
1042500,Samlar Global Ventures,"Uke Abuja Road, Nasarrawa State",Nassarrawa State,8033144549,418,Nancy Daniel,Nassarrawa State
1042501,Fair Grade Agro Feedmill,"Beside Nut Primary School, Iddo Loacal Govrt , Eruwa- Oyo",Oyo State,8033058302,606,Oladeji Simon Olabisi,Ibadan / Oyo
1042502,Mustapha Feedmill,"Railway Station Market, Kaduna South , Kaduna State",Kaduna State,8146991184,407,Stephen Olushola,Kaduna
1042503,Farm Stead Integrated Farms Ltd,"Atapa Ikoyi Village, Via Ponkuku Ibara Orile Abeokuta",Ogun State,8134195807,605,Dr. Abdulazeez Abiodun Oyetungi,Ogun State
1042504,Agri Biotech International Ltd,"Opposite University, Bauchi, Jos Plateau State",Jos Plateau State,8097642124,418,Nancy Daniel,Jos / Plateau
1042505,Yurica Global Feed Ltd,"Holy City By Bingham University Autabalefi, Nassarrawa",Nassarrawa State,8030835115,407,Stephen Olushola,Nassarrawa State
1042506,Rabson Mag Nig Ltd,"Katako Jos, Plateau State",Plateau State,8060217582,407,Stephen Olushola,Jos / Plateau
1042507,Hammytuns Feedmill,"YA31, Ibala Street Ilesha Osun State",Osun State,7063381982,509,Folorunso Mark Eniola,Osun State
1042508,Pris - Chris Global Enterprises,"Trade Centre Kuru Vom Road, Jos Plateau State",Plateau Jos,8038314878,407,Stephen Olushola,Jos / Plateau
1042510,Jajo Farm,"Nigerian Airforce Base, Kaduna State",Kaduna State,8034405684,4,Stephen,Kaduna
1042511,Dathan Vet And Agro Services Concept,"No1, Kasupda Building Sabo Tasha, Kaduna State",Kaduna State,7030448805,4,Stephen,Kaduna
1042512,Success Agro Farm,"2, Ondo Street Council Idimu Ikotun Lagos State",Lagos State,8034946511,508,Mr.Adekunle Damilola,Lagos
1042513,Merit Green Farms,"Alalubosa Village Along Oke Oyi Road, Ilorin Kwara State",Kwara State,8069682138,512,Afolabi Michael Abolade,Ilorin / Kwara
1042514,Api Chicks Assawaba Agric Ventures,"No5, Darrudaawa Along Kaduna Road, Sokoto State",Sokoto State,8035129503,407,Stephen Olushola,Sokoto State
1042515,Royal Diadem Animal Consult Ltd,"9, Isabe Opposite Enyo Filling Stateion, Ijebu Mushin",Ogun State,7034232312,508,Mr.Adekunle Damilola,Ogun State
1042516,Crown Agro Vet,"Oluyole Estate , Ibadan",Ibadan,8145815124,513,Godwin Esenyie,Ibadan / Oyo
1042517,Amimmoh & Sons Nig Ltd,"Temidire 4, Egbejila Airport Road, Ilorin Kwara State",Ilorin Kwara State,8037021502,606,Oladeji Simon Olabisi,Ilorin / Kwara
1042518,Idoko Animalfarm Services,"No 1440 Kachia road by Diamond bank, railway station",Kaduna,8067692247,406,Dr.Ize Okeji,Kaduna
1042519,Haib Farm,Fadama,Bauchi,8034965451,407,Stephen Olushola,Bauchi
1042520,Lucky Livestock,Ido road Aba Esan,Ibadan,9162802771,513,Godwin Esenyie,Ibadan / Oyo
1042522,OCEAN FRONT FARMS LIMITED,"ADONRI, EFON KILA",OGUN,8103128559,513,Godwin Esenyie,Ogun State
1042523,DAUDA FARM,"Bazaz Plaza,Zaria",Kaduna,8037536282,4,Stephen,Kaduna
1042524,Dammnaish Human Capacity Building Initiative,"No 8, Kwajaffa Street Old GRA Maiduguri",Borno,7036550969,407,Stephen Olushola,Borno
1042526,Madam Yellow,Station Market Kaduna South,Kaduna,7033077515,407,Stephen Olushola,Kaduna
1042527,MEGASTONES,NO 1 SOWUNMI CLOSE HOUSING ESTATE,OSUN,8035457001,501,Lateef,Osun State
1042529,RITA'S FARM,"Rukuba Barrack Bassa,Jos",JOS,8039107852,418,Nancy Daniel,Jos / Plateau
104253,Kems Farms,"House 12, Oluyole Estate Ibadan",Ibadan,8033272525,5,Peter,Ibadan / Oyo
1042530,MAESTRO ROSE LTD.,"NO4 IWO ROAD IBADAN/ NO4 ALODE RD,NCHIA ELEME PORT",IBADAN,7068127314,606,Oladeji Simon Olabisi,Ibadan / Oyo
1042531,ANI FARM,"Rukuba Barracks,Jos",JOS,8068902298,418,Nancy Daniel,Jos / Plateau
1042532,AGRO MILLERS,"BURUKU EXPRESS WAY, JOS ,PLEATEU",JOS,8066454546,406,Dr.Ize Okeji,Jos / Plateau
1042533,IKUEMOLA FARMS,"Beside Pizza's Hospital, Opposite Ayefele Radio Challenge",Ibadan,8035624236,606,Oladeji Simon Olabisi,Ibadan / Oyo
1042534,KADIR FARM,"Kastina, kastina",Kastina,7069652169,407,Stephen Olushola,Kastina
1042535,JSD FARM,"NO 12 ROYAL AVENUE NARAYI,KADUNA",KADUNA,8065168615,417,Fayemi Salamon Olushola,Kaduna
1042536,BLENDY AGRO ALLIED FARMS,"ONIDAJO VILLAGE, VAI ALATA ADEBAYO IDI AYUNRE IBADAN",IBADAN,8054823898,508,Mr.Adekunle Damilola,Ibadan / Oyo
1042537,OLUGBENGA FARMS,SOTUBO ALONG IKORODU ROAD,LAGOS,8036231340,508,Mr.Adekunle Damilola,Lagos
1042538,ABAKEM FARMS,AJIWOGBO VILLAGE OFF IWO ROAD IBADAN,IBADAN,7062202723,513,Godwin Esenyie,Ibadan / Oyo
104254,Abolade Farm,Elesho Apata Ibadan,Ibadan,8050273226,5,Peter,Ibadan / Oyo
1042540,ALLET FEEDMILLS LIMITED,"PLOT 4&5, LAGELU INDUSTRIAL ESTATE OFF LAGOS IBADAN",IBADAN,8160619555,5,Peter,Ibadan / Oyo
